resource_id,resource_type,name,department,capacity,service_date,start_time,end_time
RES-11,MACHINE,Tower Wagon,TRACTION,1,2026-09-29,00:00,23:59
RES-11,MACHINE,Tower Wagon,TRACTION,1,2026-09-30,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-01,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-02,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-03,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-04,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-05,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-06,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-07,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-08,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-09,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-10,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-11,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-12,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-13,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-14,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-15,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-16,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-17,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-18,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-19,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-20,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-21,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-22,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-23,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-24,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-25,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-26,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-27,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-28,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-29,00:00,23:59
RES-12,CREW,Project Team P1,PROJECTS,3,2026-09-30,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-01,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-02,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-03,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-04,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-05,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-06,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-07,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-08,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-09,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-10,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-11,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-12,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-13,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-14,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-15,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-16,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-17,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-18,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-19,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-20,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-21,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-22,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-23,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-24,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-25,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-26,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-27,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-28,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-29,00:00,23:59
RES-13,MACHINE,Crane 100T,PROJECTS,1,2026-09-30,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-01,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-02,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-03,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-04,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-05,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-06,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-07,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-08,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-09,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-10,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-11,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-12,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-13,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-14,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-15,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-16,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-17,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-18,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-19,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-20,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-21,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-22,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-23,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-24,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-25,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-26,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-27,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-28,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-29,00:00,23:59
RES-14,CREW,Control Office,CONTROL_OFFICE,5,2026-09-30,00:00,23:59
